x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,y
8.2,0.22,0.36,45,6.8,0.034,0.997196069,12,0.478566496,0.66,90,0.9944,3.01,0.38,10.5,8
6.5,0.28,0.33,95,15.7,0.053,0.998899394,51,0.507855872,0.84,190,0.9978,3.22,0.51,9.7,6
7.2,0.29,0.18,90,8.2,0.042,0.998218413,41,0.499687083,0.87,180,0.99644,3.16,0.49,9.1,5
6.4,0.39,0.21,68,1.2,0.041,0.996117463,35,0.498310554,1.17,136,0.99225,3.15,0.46,10.2,5
6.3,0.13,0.42,73,1.1,0.043,0.995319044,63,0.495544338,0.39,146,0.99066,3.13,0.72,11.2,7
8,0.26,0.36,60.5,2,0.054,0.995991968,30,0.489958479,0.78,121,0.992,3.09,0.72,11.6,7
8.8,0.27,0.25,49.5,5,0.024,0.996242942,52,0.457881897,0.81,99,0.9925,2.87,0.49,11.4,5
6.4,0.25,0.74,104.5,7.8,0.045,0.997797575,52,0.506505032,0.75,209,0.9956,3.21,0.42,9.2,6
7.2,0.29,0.4,88.5,7.6,0.024,0.996393497,56,0.482873584,0.87,177,0.9928,3.04,0.32,11.5,6
7,0.23,0.42,72,18.05,0.05,0.999949999,35,0.507855872,0.69,144,0.9999,3.22,0.42,8.8,5
7.2,0.37,0.15,43.5,2,0.029,0.995138181,27,0.51851394,1.11,87,0.9903,3.3,0.59,12.6,7
8,0.26,0.28,75,4.8,0.05,0.997181027,34,0.495544338,0.78,150,0.99437,3.13,0.5,10,6
6.8,0.27,0.42,100,7.3,0.054,0.99777753,58,0.494154594,0.81,200,0.99556,3.12,0.49,9.4,6
7.6,0.23,0.34,64.5,1.6,0.043,0.996518941,24,0.494154594,0.69,129,0.99305,3.12,0.7,10.4,5
6.9,0.16,0.3,92.5,9.6,0.057,0.998899394,50,0.530199698,0.48,185,0.9978,3.39,0.38,9.6,6
7.4,0.19,0.3,106,12.8,0.053,0.999299755,48.5,0.496929648,0.57,212,0.9986,3.14,0.49,9.1,7
7.2,0.19,0.31,67.5,1.4,0.046,0.996945335,37,0.523746467,0.57,135,0.9939,3.34,0.57,10.2,7
6,0.29,0.21,71,15.55,0.043,0.998288535,20,0.492760389,0.87,142,0.99658,3.11,0.54,10.1,6
6.6,0.27,0.3,76.5,1.9,0.025,0.996393497,14,0.517195898,0.81,153,0.9928,3.29,0.62,10.5,6
7.8,0.3,0.37,48,1.3,0.051,0.997045636,16,0.521138084,0.9,96,0.9941,3.32,0.62,10,5
6.9,0.17,0.22,76,4.6,0.064,0.997597113,55,0.517195898,0.51,152,0.9952,3.29,0.37,9.3,6
7,0.24,0.26,55,1.7,0.041,0.995700758,31,0.505149978,0.72,110,0.99142,3.2,0.53,11,6
7.2,0.23,0.39,51,2.3,0.033,0.995389371,29,0.5132176,0.69,102,0.9908,3.26,0.54,12.3,7
5.7,0.21,0.32,61,1.6,0.03,0.995208521,33,0.522444234,0.63,122,0.99044,3.33,0.52,11.9,6
6.1,0.27,0.43,121.5,7.5,0.049,0.997847684,65,0.494154594,0.81,243,0.9957,3.12,0.47,9,5
6.5,0.26,0.32,52,6.65,0.059,0.996263017,34,0.50242712,0.78,104,0.99254,3.18,0.42,11.1,5
7.7,0.16,0.49,62,2,0.056,0.997396611,20,0.521138084,0.48,124,0.9948,3.32,0.49,10.7,6
5.7,0.36,0.21,83,6.7,0.038,0.997045636,51,0.517195898,1.08,166,0.9941,3.29,0.63,10,6
7.3,0.19,0.27,77.5,13.9,0.057,0.999034534,45,0.46834733,0.57,155,0.99807,2.94,0.41,8.8,8
8.1,0.4,0.32,59,7.9,0.031,0.995871478,23,0.484299839,1.2,118,0.99176,3.05,0.46,13.3,7
6.4,0.41,0.24,56.5,14,0.048,0.999099595,24,0.536558443,1.23,113,0.9982,3.44,0.53,9.8,6
6,0.41,0.05,60,1.5,,0.9965942,17,0.506505032,1.23,120,0.9932,3.21,0.56,9.2,6
6.8,0.19,0.33,65,4.9,0.047,0.996408551,42,0.494154594,0.57,130,0.99283,3.12,0.56,11,6
7.1,0.15,0.34,52,5.3,0.034,0.997647232,33,0.527629901,0.45,104,0.9953,3.37,0.52,9.3,7
7.3,0.24,0.39,58,3.6,0.024,0.996393497,35,0.501059262,0.72,116,0.9928,3.17,0.51,10.9,5
8.5,0.21,0.26,71,9.25,0.034,0.997246208,73,0.484299839,0.63,142,0.9945,3.05,0.37,11.4,6
8.3,0.18,0.3,28.5,1.1,0.033,0.995535032,20,0.480006943,0.54,57,0.99109,3.02,0.51,11,6
6,0.26,0.24,75,1.3,0.053,0.996192752,66,0.506505032,0.78,150,0.9924,3.21,0.62,10.4,6
7.7,0.44,0.24,83.5,11.2,0.031,0.997396611,41,0.494154594,1.32,167,0.9948,3.12,0.43,11.3,7
7.1,0.17,0.38,91,7.4,0.052,0.99789779,49,0.525044807,0.51,182,0.9958,3.35,0.52,9.6,6
6.9,0.33,0.21,74,1,0.053,0.996343314,39,0.494154594,0.99,148,0.9927,3.12,0.45,9.4,6
5.7,0.255,0.65,68.5,1.2,0.079,0.996528976,17,0.505149978,0.765,137,0.99307,3.2,0.42,9.4,5
6,0.42,0.41,89.5,12.4,0.032,0.998108211,50,0.496929648,1.26,179,0.99622,3.14,0.6,9.7,5
6.5,0.37,0.3,53.5,2.2,0.033,0.994454624,39,0.507855872,1.11,107,0.98894,3.22,0.53,13.5,7
6.3,0.31,0.3,106,10,0.046,0.998098192,49,0.572871602,0.93,212,0.9962,3.74,0.55,11.9,6
7.6,0.27,0.25,99.5,13.9,0.05,0.99919968,45,0.523746467,0.81,199,0.9984,3.34,0.5,9.8,6
7.7,0.32,0.62,76.5,10.6,0.036,0.998899394,56,0.495544338,0.96,153,0.9978,3.13,0.44,8.9,6
6.9,0.35,0.74,66,1,0.044,0.995991968,18,0.495544338,1.05,132,0.992,3.13,0.55,10.2,5
6.8,0.21,0.26,76,11.7,0.038,0.997612149,61,0.480006943,0.63,152,0.99523,3.02,0.56,10.5,7
6.4,0.18,0.74,84,11.9,0.046,0.998899394,54,0.553883027,0.54,168,0.9978,3.58,0.68,10.1,5
6.8,0.23,0.39,97,16.1,0.053,0.99939982,71,0.50242712,0.69,194,0.9988,3.18,0.64,10.2,6
7.1,0.28,0.26,43,1.9,0.049,0.996694537,12,0.498310554,0.84,86,0.9934,3.15,0.38,9.4,5
7.2,0.4,0.38,54.5,2.2,0.03,0.995364255,40,0.514547753,1.2,109,0.99075,3.27,0.46,12.6,6
6.9,0.22,0.43,57.5,6.4,0.042,0.99645873,34,0.484299839,0.66,115,0.99293,3.05,0.51,10.8,6
6.6,0.14,0.44,70,1.6,0.042,0.996493853,47,0.521138084,0.42,140,0.993,3.32,0.51,10.2,6
6.6,0.24,0.27,76,1.4,0.057,0.996694537,33,0.507855872,0.72,152,0.9934,3.22,0.56,9.5,6
7,0.13,0.37,52.5,12.85,0.042,0.997902801,36,0.484299839,0.39,105,0.99581,3.05,0.55,10.7,6
5.2,0.24,0.45,64,3.8,0.027,0.995991968,21,0.550228353,0.72,128,0.992,3.55,0.49,11.2,8
7.6,0.4,0.27,96.5,1.2,0.053,0.995811227,23,0.507855872,1.2,193,0.99164,3.22,0.38,11.6,5
5.3,0.24,0.33,48.5,1.3,0.033,0.995288903,25,0.555094449,0.72,97,0.9906,3.59,0.38,11,8
6.4,0.22,0.49,75.5,7.5,0.054,0.997396611,42,0.514547753,0.66,151,0.9948,3.27,0.52,10.1,6
6.7,0.3,0.45,106,10.6,0.032,0.998498873,56,0.507855872,0.9,212,0.997,3.22,0.59,9.5,6
6.5,0.35,0.28,106.5,12.4,0.051,0.998098192,86,0.499687083,1.05,213,0.9962,3.16,0.51,9.9,6
6.6,0.25,0.31,90.5,12.4,0.059,0.99919968,52,0.545307116,0.75,181,0.9984,3.51,0.47,9.8,6
6.4,0.28,0.28,49,3,0.04,0.996072287,19,0.511883361,0.84,98,0.99216,3.25,0.47,11.1,6
7.2,0.25,0.39,77.5,18.95,0.038,0.999949999,42,0.472756449,0.75,155,0.9999,2.97,0.47,9,6
7.3,0.13,0.27,86,4.6,0.08,0.99689518,34,0.509202522,0.39,172,0.9938,3.23,0.39,11.1,7
6.3,0.27,0.25,77.5,5.8,0.038,0.997496867,52,0.515873844,0.81,155,0.995,3.28,0.38,9.4,6
6.8,0.25,0.34,67,4.7,0.031,0.996343314,34,0.506505032,0.75,134,0.9927,3.21,0.38,10.6,6
6.9,0.22,0.28,58,7.8,0.05,0.996624302,43,0.507855872,0.66,116,0.99326,3.22,0.6,11.5,8
5.8,0.17,0.36,35,1.3,0.036,0.996002008,11,0.53529412,0.51,70,0.99202,3.43,0.68,10.4,7
6.2,0.22,0.27,66,1.5,0.064,0.99689518,20,0.507855872,0.66,132,0.9938,3.22,0.46,9.2,6
5.6,0.24,0.34,36.5,2,0.041,0.994891954,14,0.482873584,0.72,73,0.98981,3.04,0.45,11.6,7
6.6,0.37,0.47,75,6.5,0.061,0.997697349,23,0.496929648,1.11,150,0.9954,3.14,0.45,9.6,6
7.3,0.25,0.29,79,7.5,0.049,0.998248466,38,0.53529412,0.75,158,0.9965,3.43,0.38,9.6,5
6.5,0.13,0.37,57,1,0.036,0.995540054,48,0.532754379,0.39,114,0.9911,3.41,0.51,11.5,8
7.5,0.19,0.49,55,1.8,0.055,0.997296345,19,0.522444234,0.57,110,0.9946,3.33,0.44,9.9,5
6.5,0.22,0.27,58,1.6,0.039,0.995881519,36,0.5289167,0.66,116,0.99178,3.38,0.57,11,7
7.1,0.3,0.46,66.5,1.5,0.066,0.995288903,29,0.494154594,0.9,133,0.9906,3.12,0.54,12.7,6
7.2,0.19,0.31,51.5,6.3,0.034,0.996518941,17,0.498310554,0.57,103,0.99305,3.15,0.52,11.4,7
8.2,0.36,0.29,61,7.6,0.035,0.996945335,37,0.499687083,1.08,122,0.9939,3.16,0.34,12,5
6.6,0.22,0.3,68,14.7,0.045,0.998518903,50,0.496929648,0.66,136,0.99704,3.14,0.37,10.6,6
6.1,0.25,0.3,53.5,1.2,0.036,0.995489829,42,0.523746467,0.75,107,0.991,3.34,0.56,10.8,7
7.8,0.21,0.27,44.5,1.2,0.051,0.996794864,20,0.485721426,0.63,89,0.9936,3.06,0.46,9.1,5
6.8,0.31,0.32,71.5,7.6,0.052,0.997947894,35,0.496929648,0.93,143,0.9959,3.14,0.38,9,5
6.4,0.31,0.38,51,2.9,0.038,0.995590277,19,0.501059262,0.93,102,0.9912,3.17,0.35,11,7
6.9,0.3,0.49,78,7.6,0.057,0.998098192,25,0.53529412,0.9,156,0.9962,3.43,0.63,11,7
6.3,0.39,0.22,86.5,2.8,0.048,0.996513924,53,0.51054501,1.17,173,0.99304,3.24,0.45,9.8,5
6.2,0.34,0.25,85.5,12.1,0.059,0.998844332,33,0.496929648,1.02,171,0.99769,3.14,0.56,8.7,6
5.7,0.1,0.27,50,1.3,0.047,0.996393497,21,0.514547753,0.3,100,0.9928,3.27,0.46,9.5,5
7.4,0.16,0.27,67.5,15.5,0.05,0.99919968,25,0.462397998,0.48,135,0.9984,2.9,0.43,8.7,7
6.6,0.38,0.29,50.5,2.9,0.035,0.994565232,15,0.482873584,1.14,101,0.98916,3.04,0.37,12.5,6
6.4,0.29,0.18,58,15,0.04,0.998679128,21,0.496929648,0.87,116,0.99736,3.14,0.5,9.2,5
6.6,0.34,0.24,49.5,3.3,0.034,0.995143206,29,0.491361694,1.02,99,0.99031,3.1,0.4,12.3,7
7.3,0.28,0.36,70,12.7,0.04,0.998999499,38,0.51851394,0.84,140,0.998,3.3,0.79,9.6,6
6.4,0.28,0.36,93,1.3,0.053,0.996047188,28,0.519827994,0.84,186,0.99211,3.31,0.45,10.8,5
6.4,0.37,0.2,91.5,5.6,0.117,0.997291332,61,0.51054501,1.11,183,0.99459,3.24,0.43,9.5,5
6.1,0.28,0.23,47.5,4.2,0.038,0.994474736,13,0.472756449,0.84,95,0.98898,2.97,0.7,13.1,6
6.9,0.25,0.26,67.5,5.2,0.024,0.997396611,36,0.499687083,0.75,135,0.9948,3.16,0.72,10.7,7
5.7,0.4,0.35,56.5,5.1,0.026,0.995248713,17,0.50242712,1.2,113,0.99052,3.18,0.67,12.4,6
5.4,0.18,0.24,56.5,4.8,0.041,0.997221139,30,0.534026106,0.54,113,0.99445,3.42,0.4,9.4,6
5.8,0.36,0.5,89,1,0.127,0.996052207,63,0.491361694,1.08,178,0.99212,3.1,0.45,9.7,5
6,0.16,0.3,76.5,6.7,0.043,0.997546991,43,0.559906625,0.48,153,0.9951,3.63,0.46,10.6,5
5.4,0.22,0.35,43.5,6.5,0.029,0.995449647,26,0.517195898,0.66,87,0.99092,3.29,0.44,12.5,7
8.1,0.19,0.58,90.5,16.65,0.049,1.000299955,48,0.505149978,0.57,181,1.0006,3.2,0.62,9.1,6
8,0.27,0.33,51.5,1.2,0.05,0.994997487,41,0.477121255,0.81,103,0.99002,3,0.45,12.4,6
9.2,0.22,0.4,75.5,2.4,0.054,0.997597113,18,0.482873584,0.66,151,0.9952,3.04,0.46,9.3,4
6,0.27,0.27,56.5,1.6,0.046,0.996192752,32,0.532754379,0.81,113,0.9924,3.41,0.51,10.5,7
6.8,0.19,0.32,53.5,7.6,0.049,0.996654403,37,0.494154594,0.57,107,0.99332,3.12,0.44,10.7,7
6.6,0.25,0.3,91.5,14.4,0.052,0.998999499,40,0.480006943,0.75,183,0.998,3.02,0.5,9.1,6
7.1,0.365,0.14,42,1.2,0.055,0.997045636,24,0.498310554,1.095,84,0.9941,3.15,0.43,8.9,5
7.3,0.19,0.49,67,15.55,0.058,0.999899995,50,0.534026106,0.57,134,0.9998,3.42,0.36,9.1,7
6.6,0.39,0.22,49,4,0.038,0.995077886,17,0.511883361,1.17,98,0.99018,3.25,0.53,13,7
3.8,0.31,0.02,57,11.1,0.036,0.996232904,20,0.574031268,0.93,114,0.99248,3.75,0.44,12.4,6
6.6,0.25,0.35,60.5,2.9,0.034,0.995027638,38,0.503790683,0.75,121,0.99008,3.19,0.4,12.8,6
5.6,0.25,0.19,83,2.4,0.049,0.995991968,42,0.511883361,0.75,166,0.992,3.25,0.43,10.4,6
6.5,0.28,0.26,69.5,8.8,0.04,0.997797575,44,0.521138084,0.84,139,0.9956,3.32,0.37,10.2,6
7,0.23,0.35,56.5,1.4,0.036,0.995590277,31,0.499687083,0.69,113,0.9912,3.16,0.48,10.8,7
7,0.16,0.25,74.5,14.3,0.044,0.998999499,27,0.463892989,0.48,149,0.998,2.91,0.46,9.2,6
6.7,0.3,0.5,63.5,12.1,0.045,0.998699154,38,0.482873584,0.9,127,0.9974,3.04,0.53,8.9,6
6.4,0.3,0.27,75.5,5,0.058,0.995981928,27,0.507855872,0.9,151,0.99198,3.22,0.49,12.2,6
7.5,0.32,0.24,67,4.6,0.053,0.99789779,8,0.496929648,0.96,134,0.9958,3.14,0.5,9.1,3
6.6,0.23,0.3,77,4.6,0.06,0.995700758,29,0.509202522,0.69,154,0.99142,3.23,0.49,12.2,8
7.2,0.27,0.74,78,12.5,0.037,0.999049548,47,0.482873584,0.81,156,0.9981,3.04,0.44,8.7,5
6.9,0.31,0.34,87,7.4,0.059,0.998148286,36,0.539076099,0.93,174,0.9963,3.46,0.62,11.1,7
6.8,0.23,0.48,82.5,1.5,0.036,0.995801185,35,0.50242712,0.69,165,0.99162,3.18,0.45,11.3,6
7.7,0.43,0.28,51,4.5,0.046,0.99589156,33,0.499687083,1.29,102,0.9918,3.16,0.56,12.2,7
6.7,0.33,0.36,58,6.6,0.042,0.995605343,34,0.472756449,0.99,116,0.99123,2.97,0.31,12.2,8
7,0.22,0.26,61,9.2,0.027,0.996132521,37,0.485721426,0.66,122,0.99228,3.06,0.34,12.5,8
6.8,0.39,0.35,110,11.6,0.044,0.998874366,57,0.487138375,1.17,220,0.99775,3.07,0.53,9.3,5
7.4,0.3,0.3,81.5,5.2,0.053,0.997045636,45,0.494154594,0.9,163,0.9941,3.12,0.45,10.3,6
7.1,0.26,0.3,64,2,0.031,0.995841353,13,0.503790683,0.78,128,0.9917,3.19,0.49,11.4,5
5.6,0.18,0.29,23.5,2.3,0.04,0.99562041,5,0.487138375,0.54,47,0.99126,3.07,0.45,10.1,4
7.2,0.34,0.3,83.5,8.4,0.051,0.998779255,40,0.541579244,1.02,167,0.99756,3.48,0.62,9.7,5
6.3,0.34,0.36,92.5,4.9,,0.997296345,31,0.498310554,1.02,185,0.9946,3.15,0.49,9.7,5
6.8,0.34,0.27,84.5,5.2,0.06,0.99625298,14,0.514547753,1.02,169,0.99252,3.27,0.57,11.6,6
6.6,0.36,0.29,42.5,1.6,0.021,0.99481154,24,0.532754379,1.08,85,0.98965,3.41,0.61,12.4,9
6.7,0.21,0.36,43,8.55,0.02,0.995720844,20,0.503790683,0.63,86,0.99146,3.19,0.22,13.4,7
7.6,0.15,0.4,56,1.3,0.036,0.9965942,24,0.496929648,0.45,112,0.9932,3.14,0.76,10,5
5.3,0.36,0.27,66,6.3,0.028,0.995921684,40,0.527629901,1.08,132,0.99186,3.37,0.4,11.6,6
7.2,0.14,0.32,58,1.1,0.022,0.996082326,48,0.482873584,0.42,116,0.99218,3.04,0.67,10,6
7.1,0.26,0.34,94.5,14.4,0.067,0.999299755,35,0.487138375,0.78,189,0.9986,3.07,0.53,9.1,7
6.8,0.18,0.28,121,8.7,0.047,0.997597113,52,0.507855872,0.54,242,0.9952,3.22,0.53,10.5,6
6.1,0.27,0.31,68.5,3.9,0.034,0.996082326,42,0.51054501,0.81,137,0.99218,3.24,0.46,10.9,6
7.5,0.33,0.39,59.5,12.4,0.065,0.998699154,29,0.499687083,0.99,119,0.9974,3.16,0.39,9.4,5
8,0.28,0.42,84.5,7.1,0.045,0.997947894,41,0.501059262,0.84,169,0.9959,3.17,0.43,10.6,5
7,0.12,0.28,51.5,6.3,0.057,0.997847684,17,0.544068044,0.36,103,0.9957,3.5,0.44,9.6,5
9,0.22,0.49,97.5,10.4,0.048,0.999349789,52,0.519827994,0.66,195,0.9987,3.31,0.44,10.2,6
6.8,0.28,0.6,63.5,1.1,0.132,0.996694537,42,0.489958479,0.84,127,0.9934,3.09,0.44,9.1,6
6.2,0.22,0.28,62.5,2.2,0.04,0.995841353,24,0.503790683,0.66,125,0.9917,3.19,0.48,10.5,6
5,0.33,0.16,48.5,1.5,0.049,0.995841353,10,0.541579244,0.99,97,0.9917,3.48,0.44,10.7,6
7.9,0.25,0.34,101,11.4,0.04,0.998538933,53,0.492760389,0.75,202,0.99708,3.11,0.57,9.6,6
5.9,0.29,0.32,23.5,1.4,0.022,0.994937184,17,0.525044807,0.87,47,0.9899,3.35,0.35,11.5,6
6.6,0.29,0.31,48,3.9,0.027,0.995163303,39,0.51054501,0.87,96,0.99035,3.24,0.6,12.6,8
8.6,0.34,0.36,59.5,,0.045,0.99777753,11,0.501059262,1.02,119,0.99556,3.17,0.47,9.4,4
8.6,0.16,0.38,71.5,3.4,0.04,0.9965942,41,0.469822016,0.48,143,0.9932,2.95,0.39,10.2,6
6.6,0.22,0.23,59,17.3,0.047,0.999529889,37,0.488550717,0.66,118,0.99906,3.08,0.46,8.8,6
7.3,0.15,0.4,46,2,0.05,0.9965942,24,0.496929648,0.45,92,0.9932,3.14,0.45,10.5,5
7.6,0.29,0.26,80,6.5,0.042,0.997196069,32,0.496929648,0.87,160,0.9944,3.14,0.47,10.7,5
7.2,0.32,0.3,52,8.25,0.02,0.996804896,14,0.475671188,0.96,104,0.99362,2.99,0.44,11.4,6
8.1,0.5,0.47,63,1.1,0.037,0.99689518,23,0.506505032,1.5,126,0.9938,3.21,0.42,10.9,5
7,0.29,0.37,63,1.6,0.035,0.995278855,34,0.5132176,0.87,126,0.99058,3.26,0.47,12.3,6
6.2,0.35,0.31,46,2.6,0.036,0.994675827,37,0.514547753,1.05,92,0.98938,3.27,0.53,12.8,7
6.4,0.26,0.24,62,6.4,0.04,0.995138181,27,0.507855872,0.78,124,0.9903,3.22,0.49,12.6,7
7,0.24,0.3,106.5,4.2,0.04,0.996343314,41,0.515873844,0.72,213,0.9927,3.28,0.49,11.8,6
7.8,0.24,0.18,80,6.7,0.046,0.998148286,33,0.505149978,0.72,160,0.9963,3.2,0.56,9.8,6
8.6,0.33,0.34,120,11.8,0.059,0.999409826,42,0.501059262,0.99,240,0.99882,3.17,0.52,10,6
7,0.28,0.36,35,1,0.035,0.994937184,8,0.489958479,0.84,70,0.9899,3.09,0.46,12.1,6
6.6,0.27,0.29,94.5,5.3,0.045,0.997647232,57,0.519827994,0.81,189,0.9953,3.31,0.79,9.8,5
6.8,0.35,0.44,80.5,6.5,0.056,0.997597113,31,0.496929648,1.05,161,0.9952,3.14,0.44,9.5,5
7,0.47,0.07,75.5,1.1,0.035,0.995489829,17,0.480006943,1.41,151,0.991,3.02,0.34,10.5,5
7.1,0.13,0.29,57.75,15.5,0.064,0.998684134,56,0.499687083,0.39,115.5,0.99737,3.16,0.41,9.7,7
5.7,0.22,0.22,55,16.65,0.044,0.999274737,39,0.51054501,0.66,110,0.99855,3.24,0.48,9,6
7.1,0.64,0.49,64,1.8,0.05,0.997296345,17,0.519827994,1.92,128,0.9946,3.31,0.58,10.6,4
7.4,0.41,0.66,97,10.8,0.051,0.998799279,77,0.484299839,1.23,194,0.9976,3.05,0.46,8.7,5
6.7,0.19,0.36,71.5,1.1,,0.995590277,63,0.514547753,0.57,143,0.9912,3.27,0.48,11,6
6,0.14,0.37,74,1.2,0.032,0.995916663,63,0.521138084,0.42,148,0.99185,3.32,0.44,11.2,5
7.5,0.28,0.34,58,4.2,0.028,0.995489829,36,0.475671188,0.84,116,0.991,2.99,0.41,12.3,8
7.5,0.34,0.28,50,4,0.028,0.994776357,46,0.505149978,1.02,100,0.98958,3.2,0.5,13.2,7
6.9,0.28,0.41,68,1.7,0.05,0.996493853,10,0.499687083,0.84,136,0.993,3.16,0.71,11.4,6
7.1,0.21,0.32,70.5,2.2,0.037,0.996493853,28,0.505149978,0.63,141,0.993,3.2,0.57,10,7
6.5,0.23,0.39,49,1.9,0.036,0.994987437,41,0.503790683,0.69,98,0.99,3.19,0.43,11.9,7
5.6,0.18,0.3,65.5,10.2,0.028,0.997697349,28,0.542825427,0.54,131,0.9954,3.49,0.42,10.8,7
7.6,0.19,0.37,75.5,13.1,0.033,0.99862906,52,0.50242712,0.57,151,0.99726,3.18,0.79,10.4,6
6.7,0.27,0.26,90.5,2.3,0.043,0.996965396,61,0.537819095,0.81,181,0.99394,3.45,0.63,10.6,6
6,0.29,0.41,74.5,10.8,0.048,0.996845023,55,0.489958479,0.87,149,0.9937,3.09,0.59,10.96666667,7
6.9,0.28,0.22,65.5,10,0.052,0.998478843,36,0.488550717,0.84,131,0.99696,3.08,0.46,9.6,5
5.9,0.32,0.19,57.5,14.5,0.042,0.99841875,37,0.499687083,0.96,115,0.99684,3.16,0.43,10.3,5
6.5,0.2,0.35,70,3.9,0.04,0.995499874,27,0.474216264,0.6,140,0.99102,2.98,0.53,11.8,6
8.8,0.36,0.44,60.5,1.9,0.04,0.997647232,9,0.503790683,1.08,121,0.9953,3.19,0.48,9.9,6
5.1,0.35,0.26,60,6.8,0.034,0.995931725,36,0.5289167,1.05,120,0.99188,3.38,0.4,11.5,6
5.9,0.26,0.3,57,,0.036,0.996393497,38,0.553883027,0.78,114,0.9928,3.58,0.48,9.4,5
7.1,0.34,0.2,82,6.1,0.063,0.997296345,47,0.501059262,1.02,164,0.9946,3.17,0.42,10,5
7.1,0.3,0.36,117,6.8,0.055,0.998599019,44.5,0.542825427,0.9,234,0.9972,3.49,0.64,10.2,6
6.6,0.56,0.22,66.5,8.9,0.034,0.998373678,27,0.505149978,1.68,133,0.99675,3.2,0.51,9.1,5
6.8,0.28,0.43,55,7.6,0.03,0.995811227,30,0.488550717,0.84,110,0.99164,3.08,0.59,12.5,8
6.8,0.3,0.33,84,12.8,0.041,0.998293544,60,0.491361694,0.9,168,0.99659,3.1,0.56,9.8,5
6.6,0.3,0.45,100,8,0.038,0.997797575,54,0.50242712,0.9,200,0.9956,3.18,0.48,9.5,5
6.5,0.23,0.25,55,17.3,0.046,0.99913963,15,0.498310554,0.69,110,0.99828,3.15,0.42,9.2,6
8.5,0.17,0.31,45.5,1,0.024,0.996493853,,0.445604203,0.51,91,0.993,2.79,0.37,10.1,5
7.5,0.25,0.47,81.5,4.1,0.041,0.995911643,95,0.465382851,0.75,163,0.99184,2.92,0.59,11.3,6
6.1,0.32,0.33,49,10.7,0.036,0.997602125,27,0.523746467,0.96,98,0.99521,3.34,0.52,10.2,6
7.1,0.29,0.34,64,7.8,0.036,0.996980441,49,0.506505032,0.87,128,0.99397,3.21,0.4,10.7,6
6,0.37,0.32,109.25,1,0.053,0.996192752,31,0.517195898,1.11,218.5,0.9924,3.29,0.72,9.8,6
5,0.255,0.22,76.5,2.7,0.043,0.996182714,46,0.574031268,0.765,153,0.99238,3.75,0.76,11.3,6
6.8,0.24,0.34,109.25,2.7,0.047,0.996694537,64.5,0.51851394,0.72,218.5,0.9934,3.3,0.58,9.7,6
6,0.28,0.34,52,1.6,0.119,0.996042168,33,0.503790683,0.84,104,0.9921,3.19,0.38,10.2,6
7.2,0.51,0.24,98.5,10,0.093,0.999049548,35,0.532754379,1.53,197,0.9981,3.41,0.47,9,5
6.45,0.14,0.42,64.5,1.2,0.05,0.995570188,51,0.514547753,0.42,129,0.99116,3.27,0.69,11.1,7
6.9,0.14,0.29,45.5,9.9,0.056,0.997557016,30,0.503790683,0.42,91,0.99512,3.19,0.33,9.9,6
6.7,0.23,0.31,48,2.1,0.046,0.99629313,30,0.522444234,0.69,96,0.9926,3.33,0.64,10.7,8
6.2,0.29,0.29,89,5.6,0.046,0.99655908,35,0.511883361,0.87,178,0.99313,3.25,0.51,10.53333333,5
6.4,0.17,0.32,100,2.4,0.048,0.99689518,41,0.544068044,0.51,200,0.9938,3.5,0.5,9.7,6
7,0.2,0.34,68,2.1,0.049,0.996092365,12,0.511883361,0.6,136,0.9922,3.25,0.46,11.6,7
6.8,0.21,0.27,69.5,2.1,0.03,0.994987437,26,0.499687083,0.63,139,0.99,3.16,0.61,12.6,7
7.5,0.24,0.31,90,13.1,0.05,0.999419832,26,0.484299839,0.72,180,0.99884,3.05,0.53,9.1,6
6.8,0.32,0.23,49.5,3.3,0.026,0.994786409,31,0.491361694,0.96,99,0.9896,3.1,0.4,12.4,6
6.7,0.2,0.24,50,6.5,0.044,0.996734669,28,0.494154594,0.6,100,0.99348,3.12,0.33,10.2,6
6,0.16,0.3,76.5,6.7,0.043,0.997546991,,0.559906625,0.48,153,0.9951,3.63,0.46,10.6,5
7.1,0.12,0.32,81,9.6,0.054,0.998098192,64,0.531478917,0.36,162,0.9962,3.4,0.41,9.4,5
6.6,0.24,0.35,67.5,7.7,0.031,0.99689518,36,0.503790683,0.72,135,0.9938,3.19,0.37,10.5,5
7.6,0.2,0.36,55.5,1.9,0.043,0.996177695,24,0.517195898,0.6,111,0.99237,3.29,0.54,11.3,6
7.8,0.13,0.3,89.5,1.8,0.04,0.997747463,43,0.53529412,0.39,179,0.9955,3.43,0.41,9,5
6.6,0.32,0.33,109.75,2.5,0.052,0.996574132,40,0.498310554,0.96,219.5,0.99316,3.15,0.6,10,5
7.1,0.36,0.2,70,1.6,0.271,0.996774799,24,0.492760389,1.08,140,0.99356,3.11,0.63,9.8,5
5.7,0.25,0.27,58,10.8,0.05,0.997957915,58,0.491361694,0.75,116,0.99592,3.1,0.5,9.8,6
7.5,0.24,0.49,74.5,9.4,0.048,0.998098192,50,0.501059262,0.72,149,0.9962,3.17,0.59,10.5,7
6.5,0.315,0.2,63,6.6,0.041,0.997466791,9,0.46834733,0.945,126,0.99494,2.94,0.51,8.8,5
